smiles,pIC50,MW,LogP,RO5
N#C/C(=C\c1cc(O)c(O)c(Br)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,5.14,606.23,3.17,2.0
COc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N)cc4)nc32)cc1,5.17,360.38,2.51,0.0
COc1ccc(-n2c(=O)cnc3cnc(Nc4cccc(N)c4)nc32)cc1,5.42,360.38,2.51,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)c1,7.31,418.84,3.7,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,7.96,384.4,3.04,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(NC(C)=O)cc4)nc32)c1,7.9,441.45,3.0,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)c1,7.33,418.84,3.7,0.0
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1,7.86,414.43,3.05,0.0
OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,6.64,390.24,2.3,0.0
Cc1cccc(Nc2ncnc3c2sc2ccc(N)cc23)c1,8.68,306.39,4.48,0.0
Cc1cccc(Nc2ncnc3c2sc2ccc(N)cc23)c1,7.01,306.39,4.48,0.0
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3C)c2cc1OC,6.08,398.26,4.94,0.0
COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.03,479.33,4.22,0.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(OC(F)(F)F)cc2)ncc1Cl,6.05,513.93,5.4,2.0
Fc1ccc(Nc2nncc3ccccc23)cc1,8.22,239.25,3.51,0.0
O=S(=O)(Nc1ncccn1)c1ccc(Nc2nncc3ccccc23)cc1,7.07,378.42,2.96,0.0
OCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,9.0,372.45,5.08,1.0
Nc1cc2ncnc(Nc3cccc(I)c3)c2cn1,6.58,363.16,2.96,0.0
COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,7.42,301.73,3.98,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn1ccnc1,8.1,443.87,3.81,0.0
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC6)c45)ccc32)c1,7.05,456.53,3.42,0.0
Nc1cc2ncnc(Nc3ccccc3N)c2cn1,5.28,252.28,1.93,0.0
Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12,8.85,432.5,4.15,0.0
N#CCC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,7.32,503.92,6.24,2.0
Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)cc4)cc23)c1,5.25,439.74,6.4,1.0
CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,4.96,317.34,2.52,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,7.1,444.94,5.43,1.0
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,6.0,289.29,2.2,0.0
O=C(OC/C=C/c1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,5.89,391.42,4.29,0.0
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,5.52,303.31,2.13,0.0
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,4.92,303.31,2.13,0.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,6.17,476.16,5.81,1.0
CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,5.28,678.79,7.82,2.0
Nc1ccc2ncnc(Nc3ccccc3)c2c1,6.11,236.28,2.96,0.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,4.0,594.72,7.39,2.0
CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.14,454.37,4.97,0.0
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.96,602.7,4.41,1.0
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.16,404.65,4.22,0.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,5.0,562.72,7.97,2.0
C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.41,357.22,4.54,0.0
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,6.52,329.36,4.06,0.0
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,5.53,449.92,4.93,0.0
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,8.1,469.95,5.15,1.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,7.32,583.09,6.47,2.0
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,8.7,469.95,5.15,1.0
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ncccc34)n2)c(OC)cc1N(C)CCNC,6.52,572.67,4.13,2.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(C(=O)OC)ccc34)n2)c(OC)cc1N(C)CCN(C)C,6.52,557.66,4.3,1.0
COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,4.62,384.25,2.51,0.0
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(-c2ccccc2)cc1,6.21,377.4,4.02,0.0
COc1cccc(/C=C/C(=N/NC(N)=S)c2ccccc2)c1,4.96,311.41,2.95,0.0
NC(=S)N/N=C(/C=C/c1ccc(Cl)cc1)c1ccccc1,4.69,315.83,3.59,0.0
Cc1ccc(/C=C/C(=N/NC(N)=S)c2ccccc2)cc1,4.76,295.41,3.25,0.0
Cc1ccc(C(/C=C/c2ccccc2)=N\NC(N)=S)cc1,6.46,295.41,3.25,0.0
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,5.51,501.51,5.54,2.0
C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3ccc(Oc4ccccc4)cc3)n2)c1,6.26,437.5,6.19,1.0
C=CC(=O)N1CCCC(Nc2nc(Nc3ccccc3)ncc2C)C1,7.26,337.43,3.12,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)ncc2F)c1,7.26,349.37,4.23,0.0
CCC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)ncc2C)c1,5.26,347.42,4.62,0.0
C=C(C#N)C(O)c1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,7.26,435.46,4.24,0.0
C=CC(=O)N1CCc2ccc(Nc3nc(Nc4ccc(OCCOC)cc4)ncc3F)cc21,6.26,449.49,4.2,0.0
Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN4CC5CC4CN5)c3)ncc2F)c1,7.26,473.56,3.95,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC(=O)N4CCOCC4)c3)ncc2F)c1,7.26,492.51,3.47,0.0
C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3cccc(Br)c3)n2)c1,7.26,424.3,5.16,1.0
C=CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,7.26,331.38,3.72,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCCN4CCOCC4)c3)ncc2F)c1,7.26,492.56,4.33,0.0
COc1cccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H](C(=O)C=C(C)C)C3)n2)c1,6.26,448.49,5.75,1.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCCn4ccnc4)c3)ncc2F)c1,7.26,473.51,4.89,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4=CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.33,552.56,5.75,2.0
OCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.92,388.41,3.5,0.0
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Oc5ccnc6ccc(F)cc56)c(Cl)c4)c3s2)C1)N1CCOCC1,6.55,645.12,6.12,2.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,8.6,446.91,4.28,0.0
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(c4)c(F)cn5Cc4ccccc4)c3s2)C1)N1CCOCC1,6.62,596.69,5.13,2.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.34,694.62,5.45,3.0
CN(C)C1CCN(c2ccc(Nc3nccc(-c4cn(C)c5ccccc45)n3)cc2NS(C)(=O)=O)CC1,6.95,519.68,4.28,1.0
Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(-c4ccccc4)cc3)[nH]c2n1,5.21,470.37,6.3,1.0
Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccccc3Cl)[nH]c2n1,5.37,428.72,5.29,1.0
Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccccc3)[nH]c2n1,5.78,394.28,4.64,0.0
COc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,4.97,369.42,3.61,0.0
COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,5.27,385.88,4.13,0.0
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,5.0,314.73,3.3,0.0
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5.7,286.33,2.45,0.0
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,5.52,252.23,1.26,0.0
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,6.4,362.36,2.06,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,6.05,308.34,2.36,0.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,7.57,456.34,4.2,0.0
COCCOc1cc2ncnc(Nc3cc(Br)cc(OS(C)(=O)=O)c3)c2cc1OCCOC,7.39,542.41,3.52,1.0
COc1cccc(-c2cn(C3CCN(CCO)CC3)c3ncnc(N)c23)c1,6.05,367.45,2.32,0.0
C[C@@H](NC(=O)[C@@H](C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O,5.16,491.48,1.41,0.0
COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,4.22,241.21,1.15,0.0
CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,4.31,380.4,2.3,0.0
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5F)nc4cn3)nc2)CC1,7.52,561.64,4.55,1.0
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,7.55,543.65,4.41,1.0
COc1ccc(N(C)c2nc(N)nc3c(Cc4ccccc4)c[nH]c23)cc1,8.96,359.43,3.91,0.0
O=C(/C=C\c1ccc(OC(F)(F)F)cc1)c1ccc(Br)c2cc(-c3ccc(F)cc3)oc12,6.92,505.26,7.8,2.0
CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)ncc12,8.09,425.51,3.63,0.0
CC(C)c1cnc(N2CCCC2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,5.0,465.58,4.19,0.0
CC(C)c1ncc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,5.38,481.58,3.16,0.0
CC(C)c1cnc(N2CC(C(=O)N(C)C)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,5.0,522.63,3.11,1.0
CC(C)c1ncc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,7.89,481.58,3.16,0.0
CC(C)c1cnc(N2CC(C(=O)N(C)C)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,8.0,522.63,3.11,1.0
CC(C)c1ccc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,5.87,542.68,3.67,1.0
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,8.49,556.71,4.32,1.0
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,7.4,556.71,4.32,1.0
CN1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.68,497.61,3.5,0.0
Clc1cccc(Nc2[nH]cnc3nnc(-c4ccccc4)c2-3)c1,7.52,321.77,4.37,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,6.36,423.45,4.25,0.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4cccc5ccccc45)cc23)c(OC)cc1N(C)CCN(C)C,8.57,534.66,6.26,2.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccnc4)ccc23)c(OC)cc1N(C)CCN(C)C,7.54,485.59,4.5,0.0
C=CC(=O)NCC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,8.15,617.59,5.29,2.0
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.8,330.19,3.57,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)O)CC1,4.12,577.05,3.35,1.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,9.3,440.51,4.22,0.0
CNc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2cn1,8.96,319.29,3.83,0.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,4.92,354.43,3.39,0.0
Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,8.82,407.27,4.54,0.0
C=CC(=O)N1CC[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,7.35,401.86,2.5,0.0
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,7.05,431.88,2.13,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.19,555.56,4.78,1.0
Cc1cc(C)cc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,4.12,433.51,3.62,0.0
CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,6.64,493.52,2.89,1.0
O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3cc2n1CCCN1CCOCC1,6.85,511.58,4.58,1.0
COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,7.35,502.98,2.79,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,7.46,486.98,3.55,0.0
CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,7.7,431.9,3.74,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)C,6.51,404.87,4.55,0.0
O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.24,464.37,4.56,0.0
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCCCCC(=O)NO)cc3)cc12)c1ccc(F)cc1,7.0,491.57,5.77,1.0
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1,5.52,315.76,3.57,0.0
C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.01,394.23,4.13,0.0
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,6.3,628.58,0.91,2.0
Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,11.0,354.21,4.02,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1cccc(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c1,4.99,510.51,2.96,2.0
C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.1,292.35,3.81,0.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.35,559.63,4.82,1.0
CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,6.25,407.5,4.88,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,6.16,322.36,2.75,0.0
Cn1c(SSc2c(C#N)c3ccccc3n2C)c(C#N)c2ccccc21,5.16,374.49,5.21,1.0
COc1cc2c(cc1OC)Nc1ncnc(NCc3ccc(F)c(Cl)c3)c1NC2,6.52,415.86,4.57,0.0
COc1cc2c(cc1OC)Nc1ncnc(Nc3cccc(Br)c3)c1NC2,5.82,428.29,4.67,0.0
Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,8.25,391.52,3.13,0.0
FC(F)(F)c1ccc(-n2cnnc2SCc2nc(COc3c(Cl)cccc3Cl)no2)cc1,5.2,502.31,5.85,2.0
O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ncccc1Br,5.07,404.29,2.89,0.0
COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,8.3,295.34,3.7,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,5.4,519.01,4.07,1.0
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,7.2,360.21,4.15,0.0
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21,6.85,428.4,3.9,0.0
CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc21,7.28,567.43,6.51,2.0
FC(F)(F)c1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,6.03,346.31,4.2,0.0
CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4cccc(Br)c4)c32)CC1,7.39,511.42,3.5,1.0
CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4cccc(C(F)(F)F)c4)c32)CC1,6.83,500.53,3.76,1.0
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.81,497.4,3.77,0.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(OC)cc2)nn1,8.3,559.99,5.52,2.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCc2ccccc2)nn1,7.92,543.99,5.7,2.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCO)nn1,8.4,497.92,3.84,0.0
C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,8.7,663.5,4.95,1.0
Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.33,441.85,4.16,0.0
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,9.09,430.31,2.67,0.0
Fc1ccc2c(c1)CNc1c(Nc3cccc(-c4ccccc4)c3)ncnc1O2,5.7,384.41,5.74,1.0
Fc1ccc2c(c1)CNc1c(Nc3cccc(-c4ccccc4)c3)ncnc1O2,5.0,384.41,5.74,1.0
COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,5.05,442.52,5.08,1.0
Clc1nc2ccccc2c2nnc(/N=C/C=C/c3ccccc3)n12,5.12,333.78,4.35,0.0
Nc1nc(Nc2nnc3c4ccccc4nc(Sc4ccc(Br)cc4)n23)cs1,6.16,470.38,4.97,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c4n(c5ccccc35)CCOC4)n2)c(OC)cc1N(C)CCN(C)C,5.53,576.1,5.16,2.0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.0,204.19,0.49,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.35,204.19,0.49,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn4c5c(cccc35)OCC4)n2)c(OC)cc1N(C)CCN(C)C,7.44,562.07,5.02,2.0
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc2ccccc12,5.41,351.36,3.51,0.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC[C@@H]2CCCN2C)CC1,7.72,574.48,5.85,2.0
CN(C)C/C=C/C(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,9.09,604.51,5.47,2.0
CN(C)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,8.4,441.89,4.01,0.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,6.35,548.65,5.63,2.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.34,520.6,4.85,1.0
NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O,5.58,273.25,-0.46,0.0
O=C(CCCCCCC(=O)Nc1ccccc1)NO,7.92,264.32,2.47,0.0
N#Cc1ccc(O)c(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,7.77,354.37,3.28,0.0
Nc1ccc(O)c(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,4.16,307.31,2.49,0.0
OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,6.87,456.34,3.4,0.0
CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,6.98,506.63,4.36,1.0
c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.62,348.45,6.2,1.0
c1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,5.6,348.45,6.2,1.0
NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,5.08,349.43,4.37,0.0
Cc1cc(=O)n2nc(SCc3cccc(C(F)(F)F)c3)nc2[nH]1,7.09,340.33,3.04,0.0
Cc1cc(=O)n2nc(SCc3ccc([N+](=O)[O-])cc3)nc2[nH]1,6.97,317.33,1.93,0.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,7.62,562.67,4.7,1.0
COc1cc2ncnc(Nc3cccc(C#Cc4ccccc4)c3)c2cc1OC,6.04,381.44,4.79,0.0
Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl,7.3,396.85,3.85,0.0
OCCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,6.73,341.77,3.9,0.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,5.06,314.32,1.45,0.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,5.32,315.31,1.88,0.0
C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,4.0,302.31,1.44,0.0
COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,4.22,241.21,1.15,0.0
COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,5.37,392.26,3.4,0.0
Cc1ccc2nc(Oc3ccc(F)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,6.38,462.44,4.04,0.0
Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(F)cc1,6.43,448.41,3.73,0.0
Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(Cl)cc1,5.39,464.87,4.24,0.0
C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)cc3)ncnc2cc1O[C@H]1CCOC1,7.0,483.53,4.64,0.0
Cc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,4.0,290.33,3.51,0.0
CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.66,523.59,3.55,1.0
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,4.75,599.66,6.55,2.0
CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.37,509.63,5.23,2.0
Fc1cccc(COc2ccc(Nc3ncnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1,7.32,480.98,4.64,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.92,499.62,4.51,0.0
