smiles,pIC50,MW,LogP,RO5
C=CC(=O)N1CCC[C@H](Oc2nc(Nc3ccc(OC)nc3)ncc2F)C1,5.98,373.39,2.32,0.0
COc1cc(N(C)CCN(C)C)c2cc1Nc1nccc(n1)-c1cn(c3cc(Br)ccc13)CCCCC(=O)N2,6.87,592.54,5.73,2.0
COC1CCN(c2nccc(Nc3cc4c(cn3)nc(COCCN3CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC3)n4C(C)(C)C)n2)CC1,7.13,779.9,3.08,2.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,6.3,475.36,4.43,0.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.09,466.54,4.35,0.0
COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,10.22,694.62,5.45,3.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(C)(=O)=O)c3ccccc23)n1,8.72,610.18,4.53,1.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.82,499.62,4.51,0.0
COc1cc(N2CCC(N3CC(CC#N)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,6.34,690.59,6.05,3.0
CCOC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,9.51,701.6,5.75,3.0
COc1cc(N2CCC(N3CC(C(C)(C)O)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.82,709.63,5.91,3.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(-n2ccc(-c3ccccc3NS(=O)(=O)C3CC3)n2)n1,7.03,736.74,5.27,3.0
COC(=O)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cccnc3)c1)n2CC(C)(C)O,6.98,459.51,2.65,0.0
CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3ccccc3)c2)[nH]c2ccccc21,6.57,386.46,3.54,0.0
Cc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,8.72,430.51,3.29,0.0
O=C(/N=c1\[nH]c2ccccc2n1[C@H]1CC[C@@H](O)CC1)c1ccnc(-c2coc3cccnc23)c1,7.88,453.5,4.39,0.0
COc1ccc(Nc2ncnc3cc(OCCCC(=O)NO)c4c(c23)OCCO4)cc1,6.05,426.43,2.82,0.0
O=C(CCCCCOc1cc2ncnc(Nc3ccccc3Cl)c2c2c1OCCO2)NO,6.89,458.9,4.24,0.0
C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4ccc(Cl)cc4)nc3)n2)C1,5.68,408.85,3.19,0.0
COc1cc2nc(C)nc(NNC(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2cc1OC,9.28,428.36,2.53,0.0
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.7,440.91,4.54,0.0
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,8.52,504.6,4.76,1.0
CC(C)(C)OC(=O)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccsc3)NN2)CC1,6.83,695.65,8.08,2.0
CN1C=C(C(Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C3CCN(C(C)(C)C)CC3)NN2)NN1,7.24,652.61,5.3,4.0
Cc1nc(F)ccc1[C@H](Nc1cc(F)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C)CC2)NN1,8.52,518.62,5.42,2.0
Cc1nc(F)ccc1[C@H](Nc1cc(F)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,8.05,572.59,5.96,2.0
CC(Nc1ncnc2ccc(-c3cnc(N)nc3)cc12)c1ccc(F)cc1,7.96,360.4,3.98,0.0
Cc1cc(Nc2ncnc3ccc(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2ncnn2cn1,8.92,521.59,4.5,1.0
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],8.74,576.01,5.97,3.0
COc1ccc2ncnc(Nc3ccc(Oc4cc5ncnn5cn4)c(C)c3)c2c1O[C@@H]1CCN(C)CC1(F)F,4.92,548.55,4.64,2.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn(C)c3)n2)c(OC)cc1N1CCN(C)CC1,6.53,482.98,3.16,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn[nH]c3)n2)c(OC)cc1N1CCC(N(C)C)CC1,8.7,497.0,3.93,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCNC,8.7,486.58,3.56,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1OCCN(C)C,8.1,487.56,3.85,0.0
C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cnc4c(c3)c(Cl)cn4C)n2)c(OC)cc1N1CCC(N(C)C)CC1,8.3,579.08,5.23,2.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,9.0,499.62,4.51,0.0
Cc1n[nH]c2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c12,8.1,592.1,6.52,2.0
CN1NNc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21,8.7,585.67,4.83,3.0
Cn1cc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c2n1,7.18,600.65,5.74,2.0
CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C#N)CC4)NN3)c3cccc4cnccc34)cc12,8.7,554.66,5.36,2.0
C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4cccc(F)c4)nc3)c2)C1,6.19,391.41,3.28,0.0
CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4c3NNC4)cc12,8.15,580.09,5.77,3.0
Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN([C@@H](C)CF)NN1,9.0,531.62,4.96,1.0
Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(=O)O)CC(F)(F)C2)NN1,7.96,615.06,5.63,2.0
CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(F)c4cnccc34)cc12,8.3,615.64,6.54,2.0
C=CC(=O)N1C[C@@H](Nc2cncc(-c3cnc(Oc4cccc(Cl)c4)nc3)n2)[C@@H]1C,6.71,422.88,3.58,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCN(C)C,8.52,500.61,3.9,1.0
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4ccccc4OC(F)(F)F)nc3)n2)C1,4.82,471.44,3.77,0.0
Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc2c1=O,8.7,627.68,5.7,2.0
Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)CCl)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,8.52,623.49,6.69,2.0
Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)COC2)NN1,8.15,595.61,4.93,1.0
C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cnn(C)c3)n2)c(OC)cc1N1CCC(N(C)C)CC1,6.99,494.58,3.42,0.0
Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2CC(F)(F)C2)NN1,7.96,571.05,6.18,2.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c(C)nn(C)c3C)n2)c(OC)cc1N(C)CCN(C)C,6.71,513.05,4.02,1.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)nc3C)n2)c(OC)cc1N(C)CCN(C)C,8.7,499.02,3.71,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)nc3C)n2)c(OC)cc1N1CCC(N(C)C)CC1,7.8,525.06,4.25,1.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,9.7,602.17,3.46,1.0
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,9.16,483.94,4.88,0.0
COc1cc(N2CCC(N3CCN(CCO)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,6.58,631.2,3.58,2.0
COc1cc(N2CCN(C3CCNCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,9.52,587.15,3.87,1.0
CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4cc(F)ccc4F)cc3)c21,6.56,517.54,5.29,2.0
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,6.8,505.0,3.83,1.0
CC(C)N(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccn5ncnc5c4)c(Cl)c3)c21,6.56,585.07,5.48,2.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(OC)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6,576.68,5.1,2.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(OC)n(C(C)C)c4c3)n2)c(OC)cc1OCCN(C)C,7.6,563.63,5.04,2.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(F)cc2)ncc1Cl,6.24,447.92,4.64,0.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2cccc(C(F)(F)F)c2)ncc1Cl,6.34,497.93,5.52,1.0
N#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1F,7.66,322.3,3.16,0.0
Fc1c(Br)cccc1Nc1ncnc2cc3c(cc12)OCCO3,8.6,376.19,4.05,0.0
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,8.41,526.43,4.98,1.0
C=C(F)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,6.67,509.97,4.71,1.0
C=CC(=O)Nc1cc(Nc2nccc(Nc3cc(Cl)c(F)cc3C(C)(C)O)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1,7.7,584.1,5.26,2.0
C=CC(=O)N1Cc2nc(-c3cc(-c4cnn(C(F)F)c4C)c(F)cc3F)n(-c3ccncn3)c2C1,6.4,483.43,4.2,0.0
C=CC(=O)N1Cc2nc(-c3cc(-c4c(F)cccc4F)c(F)cn3)n(-c3ccncc3)c2C1,7.2,447.42,4.44,0.0
C=CC(=O)N1Cc2nc(-c3cc(-c4c(Cl)ccnc4Cl)c(F)cc3F)n(-c3ccncn3)c2C1,6.2,499.31,5.0,1.0
C=CC(=O)Nc1cccc(Nc2nc(NCc3ccc(OC)cc3)ncc2F)c1,5.98,393.42,4.1,0.0
Cc1cc(N[C@H](C2=CN(C3CC3)NN2)c2cccc3ncsc23)cc2c(NOC(C)(C)C)c(C#N)cnc12,6.5,526.67,5.65,2.0
CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4ncccc34)cc12,8.7,529.65,5.47,2.0
CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4cnccc34)cc12,9.0,529.65,5.47,2.0
CC(C)n1c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2c2c(OCC(F)(F)F)cc(N3CCN(C)CC3)cc21,9.55,669.73,5.2,3.0
CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4ncccc34)cc12,8.4,589.09,6.88,2.0
C=CC(=O)N1Cc2nc(-c3cccc(C#Cc4ccccc4)c3)n(-c3ccncc3)c2C1,7.0,416.48,4.36,0.0
C=CC(=O)N1Cc2nc(-c3cc(Oc4nc(F)ccc4F)c(F)cc3F)n(-c3ccncn3)c2C1,7.8,482.4,4.1,0.0
C=C(Cl)C(=O)N1Cc2nc(-c3cc(-c4c(F)cccc4F)c(F)cn3)n(-c3ccncn3)c2C1,7.3,482.85,4.4,0.0
C=CC(=O)N1Cc2nc(-c3cc(-c4ccc(-c5cocn5)cc4F)c(F)cn3)n(-c3ccncn3)c2C1,6.9,497.47,4.35,0.0
C=CC(=O)N1Cc2nc(-c3cc(-c4c(Cl)ccc(C(F)F)c4F)c(F)cn3)n(-c3ccncn3)c2C1,7.4,514.87,5.29,2.0
COc1cc2nc(-c3ccc(C(F)(F)F)cc3)cc(OCCCNC3CCN(C)CC3)c2cc1OC,7.7,503.57,5.39,2.0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(NC(=O)CN3CCOCC3)c(C)c2)ncc1Cl,8.41,510.0,3.56,1.0
C=CC(=O)N1Cc2nc(-c3cc(Oc4cccc(F)n4)cc(F)c3F)n(-c3ccncn3)c2C1,6.7,464.41,3.96,0.0
C=CC(=O)N1Cc2nc(-c3cc(Oc4cccc(F)n4)c(F)cc3F)n(-c3ccncc3)c2C1,6.4,463.42,4.57,0.0
O=C(/C=C/CF)N1Cc2nc(-c3cc(-c4c(F)cccc4F)c(F)cn3)n(-c3ccncn3)c2C1,6.7,480.43,4.18,0.0
O=C(/C=C/C(F)(F)F)N1Cc2nc(-c3cc(-c4c(F)cccc4F)c(F)cn3)n(-c3ccncn3)c2C1,5.9,516.41,4.77,1.0
C=C(C#N)C(O)c1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,6.26,453.45,4.38,0.0
CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cc(Br)cnc2Cl)NN1,7.5,662.78,7.83,2.0
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4cc(OCCN5CCCC5)ccc34)n2)c1,6.52,533.03,5.63,2.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4cnn(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6,546.65,5.09,2.0
O=C(O)CN1CCN(CC(=O)O)CC(=O)Nc2cc3c(Nc4cccc(F)c4)ncnc3cc2NC(=O)C1,6.87,525.5,1.18,1.0
COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,6.28,571.26,5.26,2.0
CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,6.92,588.69,6.23,2.0
C=CC(=O)N1Cc2nc(-c3cc(-c4ccc(-n5cccn5)cc4F)c(F)cn3)n(-c3ccncn3)c2C1,6.6,496.48,3.88,0.0
COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,8.4,505.0,2.65,1.0
COc1cc(N2CCNCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2NS(N)(=O)=O)n1,8.52,549.46,2.76,1.0
COc1cc(C2CCNCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2NS(C)(=O)=O)n1,8.7,547.48,4.57,1.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(NS(=O)(=O)C3CC3)cn2)n1,7.73,581.75,2.84,2.0
COc1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,10.0,587.15,3.87,1.0
CCS(=O)(=O)n1cc2c3cc(ccc31)OCCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.72,626.18,6.25,2.0
CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,7.11,602.68,5.87,2.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,8.7,393.44,3.41,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,7.48,446.91,4.28,0.0
Cc1cc(C)cc(NNC(=O)[C@H]2CCCN2C(=O)Nc2ccc(Cl)cc2)c1,7.02,386.88,4.1,0.0
COc1cc(-c2nc3ccccc3s2)ccc1OCC(=O)N(C(=O)C(C)(C)C)C(=O)C(C)(C)C,7.05,482.6,5.32,1.0
COc1cc2c(Nc3ccc(Oc4ccccc4F)c(C)c3)ncnc2cc1OCC1CCN(C)CC1,7.43,502.59,6.34,2.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,9.7,485.95,4.39,0.0
COc1cc2c(Nc3ccc(Oc4ccccc4F)c(Br)c3)ncnc2cc1OCC1CCN(C)CC1,8.2,567.46,6.8,2.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,8.66,461.5,4.5,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.14,499.62,4.51,0.0
CCC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,6.37,463.51,4.72,0.0
CCC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccc(F)cc34)n2)c(OC)cc1F,7.39,481.5,4.86,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,7.75,461.5,4.5,0.0
Cc1c(-c2nnc(S)n2N=Cc2ccc(N(C)C)cc2)cnn1-c1ccccc1,6.37,403.52,3.68,0.0
C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,7.28,389.85,5.15,1.0
COc1cc2c(Nc3ccc(Oc4c(F)cccc4F)cc3)ncnc2cc1OCC1CCN(C)CC1,6.45,506.55,6.17,2.0
N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,7.64,353.39,3.88,0.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(C5CC5)c4)ncnc3cn2)C1,5.27,421.89,4.07,0.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2F)c1,5.98,440.43,4.3,0.0
C=CC(=O)Nc1cccc(N(C(=O)C=C)c2nc(Nc3ccc(OC)nc3)ncc2C#N)c1,6.26,441.45,3.47,0.0
O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccccc2C1=O,6.22,349.42,3.48,0.0
CC(C)Oc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1-c1cnn([C@H]2CCN(C)C2)c1,8.01,549.66,3.35,2.0
C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1,7.85,661.09,5.72,3.0
C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1,8.92,554.97,4.14,1.0
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1F,7.69,321.31,3.27,0.0
Fc1c(Br)cccc1Nc1ncnc2cc3c(cc12)OCCO3,8.4,376.19,4.05,0.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,8.26,595.1,6.25,2.0
CC(C)Oc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1-c1cn([C@H]2C[C@H](C)N(C)C2)nc1F,8.52,581.68,3.87,2.0
C=CC(=O)N1Cc2nc(-c3cc(-c4ccc(-c5cocn5)cc4F)c(F)cn3)n(-c3ccncn3)c2C1,6.7,497.47,4.35,0.0
N#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,7.34,304.31,3.02,0.0
Fc1ccc(Br)cc1Nc1ncnc2cc3c(cc12)OCCO3,7.96,376.19,4.05,0.0
COC1=C([C@@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NNN1C12CC(C1)C2,8.7,567.67,5.12,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,7.19,551.47,5.59,2.0
COC1=C(C(Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NNN1C,7.92,515.6,4.2,1.0
CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4cnc(C#N)cc34)cc12,8.1,622.66,6.27,2.0
COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc12,8.22,583.14,6.65,2.0
COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C(CF)CF)NN3)cccc12,7.54,607.11,6.4,2.0
Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(F)N(C23CC(C2)C3)NN1,8.15,555.64,5.45,2.0
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCC5CCCN5C)ccc34)n2)c1,6.12,551.65,5.25,2.0
Cc1cc(C(=O)/N=c2\[nH]c3ccc(CN4CCN(C)CC4)cc3n2CC(C)(C)O)cc(-c2cnn(C)c2)n1,8.0,516.65,2.33,1.0
Cc1cc(C(=O)/N=c2\[nH]c3ccc(CN4CCN(C)CC4)cc3n2CC(C)(C)O)cc(-c2cnn(C)c2)n1,5.01,516.65,2.33,1.0
C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.52,584.73,5.1,2.0
COCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,8.22,426.5,6.01,1.0
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.7,585.71,5.08,2.0
CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1,9.96,708.65,5.7,3.0
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,9.15,588.52,5.73,2.0
COc1cc(N2CCC(N3CC(CC#N)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,9.92,690.59,6.05,3.0
COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,7.92,514.63,4.88,1.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,9.49,664.19,5.49,3.0
COc1cc(C2CCNCC2)ccc1Nc1ncc(C)c(Nc2ccccc2NS(C)(=O)=O)n1,6.44,482.61,4.12,0.0
COc1cc(C2CCNCC2)ccc1Nc1nccc(Nc2ccccc2NS(C)(=O)=O)n1,7.03,468.58,3.81,0.0
C=CS(=O)(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.61,512.59,5.59,2.0
C=CC(=O)Nc1cccc(-c2noc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.33,401.43,3.55,0.0
C=CC(=O)Nc1cccc(-c2c(C)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.88,414.47,4.47,0.0
CC#CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.19,488.55,5.66,1.0
C=CC(=O)Nc1cccc(-c2c(Cl)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.09,450.95,5.28,1.0
C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4nc(OC)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6,558.69,4.96,1.0
C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4oc(=O)n(C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6,517.59,3.46,1.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(C)c(C(C)C)n4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6,560.68,5.24,2.0
CCN(CC)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.88,561.69,6.54,2.0
CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.32,533.63,5.76,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.19,592.6,4.25,1.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1,8.26,495.97,5.03,1.0
CCN1CCc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4COC4)NN3)csc2C1,8.52,651.6,6.45,2.0
